path,true_label,rf_label,cnn_label,combined_policy_label,p_rf_good,p_cnn_good,p_avg,tier,is_flagged,selected_final
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1028E+02,bad,bad,bad,bad,0.02,4.244986929738899e-32,0.01,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1125E+02,bad,bad,bad,bad,0.01,3.022004875674611e-06,0.005001511002437837,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1154E+02,bad,bad,bad,bad,0.0033333333333333335,2.0203005856179203e-24,0.0016666666666666668,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1164E+02,bad,bad,bad,bad,0.01,7.012834586246608e-16,0.0050000000000003505,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1174E+02,bad,bad,bad,bad,0.02,6.711019277085364e-16,0.010000000000000335,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1185E+02,bad,bad,bad,bad,0.016666666666666666,3.732866257615821e-16,0.00833333333333352,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1194E+02,bad,bad,bad,bad,0.013333333333333334,3.0045021411219364e-32,0.006666666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1196E+02,bad,bad,bad,bad,0.01,6.086933268534267e-08,0.005000030434666343,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1209E+02,bad,bad,bad,bad,0.02,6.796109295290775e-17,0.010000000000000035,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1222E+02,bad,bad,bad,bad,0.03666666666666667,3.0162138080253434e-18,0.018333333333333333,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1235E+02,bad,bad,bad,bad,0.04,1.4744008698302027e-16,0.020000000000000073,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1249E+02,bad,bad,bad,bad,0.03333333333333333,2.3748342978688236e-18,0.016666666666666666,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1264E+02,bad,bad,bad,bad,0.04,7.635917316202792e-16,0.020000000000000382,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1280E+02,bad,bad,bad,bad,0.06333333333333334,8.481318401544648e-17,0.03166666666666671,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1296E+02,bad,bad,bad,bad,0.06333333333333334,9.41012179194451e-17,0.03166666666666672,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1313E+02,bad,bad,bad,bad,0.06333333333333334,6.936325449944114e-21,0.03166666666666667,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1330E+02,bad,bad,bad,bad,0.05333333333333334,1.8945544572206308e-17,0.02666666666666668,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE205052A01t022/N1/egn01w.1349E+02,bad,bad,bad,bad,0.04,9.736304584637036e-19,0.02,gold_bad,False,
