path,validity,family,signed_delta,fraction_below_upper2,gap_region,error
nstxu_204202/N1/egn01w.3866E+02,bad,none,-0.8590667828861418,0.04772898753946381,above_upper2,
nstxu_204202/N10/egn10w.3318E+02,bad,none,-0.8391999312057785,0.008307661801801307,above_upper2,
nstxu_204202/N10/egn10w.3164E+02,bad,none,-0.7780849532573794,0.0008851544908037248,above_upper2,
nstxu_204202/N10/egn10w.3122E+02,bad,none,-0.7769685751485148,0.0008003964753115227,above_upper2,
nstxu_204202/N2/egn02w.3054E+02,bad,none,-0.4495717222718119,0.1079392409227879,above_upper2,
nstxu_204202/N3/egn03w.2337E+02,bad,none,-0.4481751275257372,0.06430191081905773,above_upper2,
nstxu_204202/N4/egn04w.2939E+02,bad,none,-0.7391459781986469,0.1306033433444502,above_upper2,
nstxu_204202/N4/egn04w.2919E+02,bad,none,-0.7253287288548418,0.1365438156625741,above_upper2,
nstxu_204202/N10/egn10w.2984E+02,bad,none,-0.8032140764678007,0.002912677981604455,above_upper2,
nstxu_204202/N4/egn04w.3223E+02,bad,none,-0.3784768058135199,0.1671462868449913,above_upper2,
nstxu_204202/N10/egn10w.3356E+02,bad,none,-0.92623213976519,0.00163245510236546,above_upper2,
nstxu_204202/N10/egn10w.3184E+02,bad,none,-0.768854087262987,0.001652861159175095,above_upper2,
nstxu_204202/N10/egn10w.3235E+02,bad,none,0.1906604160750109,0.1029223316637712,above_upper2,
nstxu_204202/N4/egn04w.3192E+02,bad,none,-0.9678656299220926,0.01307426026616964,above_upper2,
nstxu_204202/N4/egn04w.2958E+02,bad,none,-0.749860297376441,0.1262474842660362,above_upper2,
nstxu_204202/N9/egn09w.3491E+02,bad,none,-0.4065128993406102,0.02393885053428245,above_upper2,
nstxu_204202/N2/egn02w.2310E+02,bad,none,-0.75476871108133,0.09538977535036181,above_upper2,
nstxu_204202/N9/egn09w.3457E+02,bad,none,-0.44026140071728,0.05480333995559417,above_upper2,
nstxu_204202/N3/egn03w.2603E+02,bad,none,-0.8605375544761822,0.03850154534046184,above_upper2,
nstxu_204202/N4/egn04w.2648E+02,bad,none,-0.122138002055085,0.08988439855002657,above_upper2,
nstxu_204202/N9/egn09w.3433E+02,bad,none,-0.6001434767357345,0.09819205696431625,above_upper2,
nstxu_204202/N10/egn10w.3007E+02,bad,none,-0.8052773276647093,0.0003686906672178665,above_upper2,
nstxu_204202/N4/egn04w.3017E+02,bad,none,-0.6589173271033328,0.1664807921121758,above_upper2,
nstxu_204202/N4/egn04w.3099E+02,bad,none,-0.4320958069191668,0.2399385703472205,above_upper2,
nstxu_204202/N6/egn06w.3002E+02,bad,none,-0.8555255413093471,0.005090686140633097,above_upper2,
nstxu_204202/N10/egn10w.3143E+02,bad,none,-0.7817819893247079,0.0008858716185818945,above_upper2,
nstxu_204202/N4/egn04w.3256E+02,bad,none,-0.2982874006252818,0.2271956055753361,above_upper2,
nstxu_204202/N6/egn06w.3165E+02,bad,none,-0.8777574728638048,0.009430298083295447,above_upper2,
nstxu_204202/N10/egn10w.3100E+02,bad,none,-0.7935560671676637,0.0002958166820893917,above_upper2,
