path,validity,family,signed_delta,fraction_below_upper2,gap_region,error
nstxuG142301W29/N1/egn01w.1998E+02,bad,none,0.9993,1.0000,below_upper2,
nstxuG142301W29/N1/egn01w.2010E+02,bad,none,0.9995,1.0000,below_upper2,
nstxuG142301W29/N1/egn01w.2016E+02,bad,none,0.9977,0.9984,below_upper2,
nstxuG142301W29/N1/egn01w.2024E+02,bad,none,0.9991,0.9997,below_upper2,
nstxuG142301W29/N1/egn01w.2041E+02,bad,none,0.9151,0.9433,below_upper2,
nstxuG142301W29/N1/egn01w.2064E+02,bad,none,0.8079,0.8667,below_upper2,
nstxuG142301W29/N1/egn01w.2079E+02,bad,none,0.9480,0.9653,below_upper2,
nstxuG142301W29/N1/egn01w.2093E+02,bad,none,0.9067,0.9453,below_upper2,
nstxuG142301W29/N1/egn01w.2121E+02,bad,none,0.7555,0.8339,below_upper2,
nstxuG142301W29/N1/egn01w.2158E+02,bad,none,0.8720,0.9523,below_upper2,
nstxuG142301W29/N1/egn01w.2182E+02,bad,none,0.7877,0.8984,below_upper2,
nstxuG142301W29/N1/egn01w.2206E+02,bad,none,0.6996,0.8406,below_upper2,
nstxuG142301W29/N1/egn01w.2503E+02,bad,none,0.8926,0.9579,below_upper2,
nstxuG142301W29/N1/egn01w.2511E+02,bad,none,0.9195,0.9866,below_upper2,
nstxuG142301W29/N2/egn02w.2555E+02,bad,none,0.7668,0.9480,below_upper2,
nstxuG142301W29/N2/egn02w.3052E+02,bad,none,0.1212,0.4350,mixed,
nstxuG142301W29/N2/egn02w.3064E+02,bad,none,-0.0415,0.5201,below_upper2,
nstxuG142301W29/N2/egn02w.3086E+02,bad,none,0.0501,0.6057,below_upper2,
nstxuG142301W29/N2/egn02w.3164E+02,bad,none,-0.2430,0.4208,mixed,
nstxuG142301W29/N2/egn02w.3173E+02,bad,none,-0.2206,0.4446,mixed,
nstxuG142301W29/N2/egn02w.3192E+02,bad,none,-0.1532,0.5919,below_upper2,
nstxuG142301W29/N2/egn02w.3311E+02,bad,none,-0.1186,0.6356,below_upper2,
nstxuG142301W29/N3/egn03w.1831E+02,bad,none,0.9945,0.9996,below_upper2,
nstxuG142301W29/N3/egn03w.1882E+02,bad,none,0.9728,0.9991,below_upper2,
nstxuG142301W29/N3/egn03w.2779E+02,bad,none,0.7004,0.9801,below_upper2,
nstxuG142301W29/N3/egn03w.2803E+02,bad,none,0.0022,0.8033,below_upper2,
nstxuG142301W29/N3/egn03w.2818E+02,bad,none,0.4796,0.9480,below_upper2,
nstxuG142301W29/N3/egn03w.2859E+02,bad,none,0.6497,0.9649,below_upper2,
nstxuG142301W29/N3/egn03w.2894E+02,bad,none,0.5737,0.9792,below_upper2,
nstxuG142301W29/N3/egn03w.3277E+02,bad,none,0.5964,0.8202,below_upper2,
nstxuG142301W29/N3/egn03w.3279E+02,bad,none,0.2678,0.7020,below_upper2,
nstxuG142301W29/N4/egn04w.1142E+02,bad,none,0.7992,0.8944,below_upper2,
nstxuG142301W29/N4/egn04w.1372E+02,bad,none,0.9820,0.9968,below_upper2,
nstxuG142301W29/N4/egn04w.2053E+02,bad,none,0.9544,0.9998,below_upper2,
nstxuG142301W29/N4/egn04w.2072E+02,bad,none,0.9475,0.9998,below_upper2,
nstxuG142301W29/N4/egn04w.2117E+02,bad,none,0.9480,0.9999,below_upper2,
nstxuG142301W29/N4/egn04w.2238E+02,bad,none,0.9386,0.9998,below_upper2,
nstxuG142301W29/N4/egn04w.2347E+02,bad,none,0.9157,0.9909,below_upper2,
nstxuG142301W29/N4/egn04w.2381E+02,bad,none,-0.3104,0.4096,mixed,
nstxuG142301W29/N4/egn04w.2468E+02,bad,none,0.9192,0.9911,below_upper2,
nstxuG142301W29/N4/egn04w.2722E+02,bad,none,0.8267,0.9657,below_upper2,
nstxuG142301W29/N4/egn04w.2778E+02,bad,none,0.0758,0.9061,below_upper2,
nstxuG142301W29/N4/egn04w.2792E+02,bad,none,0.6073,0.9931,below_upper2,
nstxuG142301W29/N4/egn04w.2875E+02,bad,none,-0.1840,0.6373,below_upper2,
nstxuG142301W29/N4/egn04w.2882E+02,bad,none,0.7787,0.9631,below_upper2,
nstxuG142301W29/N4/egn04w.2886E+02,bad,none,-0.0285,0.7489,below_upper2,
nstxuG142301W29/N4/egn04w.4097E+02,bad,none,0.1392,0.8482,below_upper2,
nstxuG142301W29/N5/egn05w.1017E+02,bad,none,0.9575,1.0000,below_upper2,
nstxuG142301W29/N5/egn05w.1099E+02,bad,none,0.9226,0.9982,below_upper2,
nstxuG142301W29/N5/egn05w.1479E+02,bad,none,-0.0066,0.2818,mixed,
nstxuG142301W29/N5/egn05w.1499E+02,bad,none,0.9902,0.9990,below_upper2,
nstxuG142301W29/N5/egn05w.1649E+02,bad,none,0.9869,0.9976,below_upper2,
nstxuG142301W29/N5/egn05w.1750E+02,bad,none,0.9867,0.9972,below_upper2,
nstxuG142301W29/N5/egn05w.2374E+02,bad,none,0.9659,1.0000,below_upper2,
nstxuG142301W29/N5/egn05w.2392E+02,bad,none,0.9374,0.9998,below_upper2,
nstxuG142301W29/N5/egn05w.2505E+02,good,tae,0.9362,0.9987,below_upper2,
nstxuG142301W29/N5/egn05w.2611E+02,bad,none,0.8079,0.9864,below_upper2,
