/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.1059E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.1123E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.1224E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.1458E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.1583E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.1880E+02,good
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.1880E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.1888E+02,good
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.2052E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.2744E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.2755E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3171E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3281E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3405E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3416E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3476E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3488E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3496E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.3507E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.8411E+01,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.9233E+01,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N7/egn07w.9817E+01,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.1061E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.1315E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.1436E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.2095E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.2191E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.2698E+02,good
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.2892E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.2899E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3027E+02,bad
/p/hym/ebelova/NOVA/data_mixed/nstxuG121123B12/N8/egn08w.3095E+02,bad
