path,label,shot,ntor,omega,gap_region,final_decision,final_reason,automatic_final_decision,original_rule_decision,rule_primary_reason,decision_source,manual_decision,manual_reason,reviewer,adjudication_timestamp,selected_final,overall_rule_severity,input_fingerprint,mode_key,rf_cnn_decision,rf_decision,cnn_decision,p_rf_good,p_cnn_good
nstxuE202947A03t015/N5/egn05w.2352E+01,good,nstxuE202947A03t015,5,1.5335607480797713,tae_like,GOOD,smooth core mode with continuum crossing in low shear region,BAD,BAD,BAD_CONT_CROSS_WINDOW,manual_override,GOOD,smooth core mode with continuum crossing in low shear region,Elena,2026-09-14T18:44:59.392422+00:00,True,1.2499881576168752,33429190a687c18d115d488121ba7ee41bcbe49d5c6041b13394bad2be189568,nstxuE202947A03t015/N5/egn05w.2352E+01,GOOD,GOOD,BAD,0.6666666666666666,1.0045879434983362e-06
nstxuE203653A02t025/N3/egn03w.1814E+02,bad,nstxuE203653A02t025,3,4.258988777040922,tae_like,BAD,bad_continuum_crossing_tail,GOOD,REVIEW,NO_GOOD_TEMPLATE,manual_override,BAD,bad_continuum_crossing_tail,Elena,2026-09-14T18:44:59.392422+00:00,,0.9259857406427776,76a32304581abf0a33431e553f24bbcb6b9cd0f0f2d3efa5a0feb728a1c3f2dd,nstxuE203653A02t025/N3/egn03w.1814E+02,BAD,BAD,BAD,0.44333333333333336,0.34438586235046387
nstxuE203655F01t025/N3/egn03w.8443E+01,good,nstxuE203655F01t025,3,2.9056340426776224,tae_like,GOOD,axis spike is part of mode structure,BAD,BAD,BAD_AXIS_SPIKE,manual_override,GOOD,axis spike is part of mode structure,Elena,2026-09-14T18:44:59.392422+00:00,True,1.011312524510788,914894243980b78ffb4338edf7e0f42d8fc75353e83ce14cc0e3904d1d664213,nstxuE203655F01t025/N3/egn03w.8443E+01,GOOD,GOOD,GOOD,0.7466666666666667,0.9999997615814209
nstxuE203656A02t030/N9/egn09w.1023E+02,good,nstxuE203656A02t030,9,3.1977297308783648,tae_like,GOOD,smooth mode structure and continuum crossing in low shear region,BAD,BAD,BAD_CONT_CROSS_WINDOW,manual_override,GOOD,smooth mode structure and continuum crossing in low shear region,Elena,2026-09-14T18:44:59.392422+00:00,True,4.618054131299856,ee1924f77596d609a6d4115a235a17c0decb5bc09567e8b7f7845ee6ef7a2b61,nstxuE203656A02t030/N9/egn09w.1023E+02,GOOD,BAD,GOOD,0.4,1.0
nstxuE203656A02t030/N10/egn10w.9671E+01,bad,nstxuE203656A02t030,10,3.1098221048556267,tae_like,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,REVIEW,NO_GOOD_TEMPLATE,manual_override,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,Elena,2026-09-14T18:44:59.392422+00:00,,0.9552581611283376,d194721d266bcab22025447927e72a2afc74719d25af20c1d11ccab7cf7720a6,nstxuE203656A02t030/N10/egn10w.9671E+01,BAD,BAD,BAD,0.4166666666666667,1.1348978420434191e-27
nstxuE204621A03t030/N6/egn06w.1273E+02,bad,nstxuE204621A03t030,6,3.5682940676819146,tae_like,BAD,bad_continuum_crossing_tail,GOOD,REVIEW,NO_GOOD_TEMPLATE,manual_override,BAD,bad_continuum_crossing_tail,Elena,2026-09-14T18:44:59.392422+00:00,,0.6127006951262759,c0f165b744adff896578ce9e629e6e2d73c16555823cdf7d904ff21e57e6eb03,nstxuE204621A03t030/N6/egn06w.1273E+02,BAD,BAD,BAD,0.21666666666666667,7.939764259390358e-07
nstxuE204636A01t020/N8/egn08w.1113E+02,bad,nstxuE204636A01t020,8,3.336208369842414,tae_like,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,REVIEW,NO_GOOD_TEMPLATE,manual_override,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,Elena,2026-09-14T18:44:59.392422+00:00,,0.9674667995638769,84d7a3f66b62c85ab96a36eb9f2f427b1fa4366305bf5de1ccd4c7446f150149,nstxuE204636A01t020/N8/egn08w.1113E+02,BAD,BAD,GOOD,0.31333333333333335,1.0
nstxuE204636A01t020/N9/egn09w.9543E+01,bad,nstxuE204636A01t020,9,3.089101787912714,tae_like,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,GOOD,REVIEW,NO_GOOD_TEMPLATE,manual_override,BAD,BAD_NEAR_AXIS_GRID_OSCILLATION,Elena,2026-09-14T18:44:59.392422+00:00,,0.8740025928034879,d317a55879e4c726e551f90ebdf25fc2206e9a7f0cb75b8cdcd207ed7d471135,nstxuE204636A01t020/N9/egn09w.9543E+01,BAD,BAD,BAD,0.44,2.5366341310979236e-14
nstxuE204645A16t015/N7/egn07w.4136E+01,good,nstxuE204645A16t015,7,2.033696338109858,tae_like,GOOD,edge spike is part of mode structure,BAD,BAD,BAD_GRID_SCALE_SPIKE,manual_override,GOOD,edge spike is part of mode structure,Elena,2026-09-14T18:44:59.392422+00:00,True,1.0676803531978425,94a6a54cf5a4a22fe5b59f0838a9652b81d81f6e1e304d9f180dc7be9f770e6a,nstxuE204645A16t015/N7/egn07w.4136E+01,GOOD,GOOD,GOOD,0.73,1.0
nstxuE204645A16t015/N7/egn07w.4255E+01,good,nstxuE204645A16t015,7,2.062861000603894,tae_like,GOOD,edge spike is part of mode structure,BAD,BAD,BAD_GRID_SCALE_SPIKE,manual_override,GOOD,edge spike is part of mode structure,Elena,2026-09-14T18:44:59.392422+00:00,True,1.1653626176894203,50667425a1be9170d7b5089f1593457295f62be0a8bb5a369a679e6fd8e13d8f,nstxuE204645A16t015/N7/egn07w.4255E+01,GOOD,GOOD,GOOD,0.9433333333333334,1.0
