cohort,path,label,mode_key,shot,input_fingerprint,training_label,nr,primary_reason,later_reason,n_violating_crossings,required_A_max,required_K_max,crossing_records
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205045A01t022/N3/egn03w.9903E+01,,nstxuE205045A01t022/N3/egn03w.9903E+01,nstxuE205045A01t022,77865118bba1245bcb6f95a6e77b9399a1921f1c8d1ac4a92bb9a6cc5b936c03,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.15241448538616803,0.09979947462935347,"[{""A_cross"":0.15241448538616803,""A_cross_harmonic"":14,""K_cross"":0.09979947462935347,""W_cross"":0.03054238288371585,""boundary"":""high"",""inner_energy_fraction"":0.23287672947525712,""r_cross"":0.2562798170791673,""window_A"":0.4208829504758196,""window_W"":0.1585927975284994}]"
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205045A01t022/N4/egn04w.1205E+02,,nstxuE205045A01t022/N4/egn04w.1205E+02,nstxuE205045A01t022,875531ab5b113b82767595bca6eeb2f788ce9346e3f5b35cfe7906a734d6e208,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.1519157210762378,0.06041188548638369,"[{""A_cross"":0.1519157210762378,""A_cross_harmonic"":17,""K_cross"":0.06041188548638369,""W_cross"":0.031364272073223176,""boundary"":""high"",""inner_energy_fraction"":0.20945663616312862,""r_cross"":0.29573761145254224,""window_A"":0.3826624654767624,""window_W"":0.1682644234582934}]"
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205045A01t022/N6/egn06w.1239E+02,,nstxuE205045A01t022/N6/egn06w.1239E+02,nstxuE205045A01t022,4129f2ee3512a8661bda9ed6a3b1840b0599130c99fbefc625b1b0a1161ca09c,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.164782377495515,0.09540132361246398,"[{""A_cross"":0.164782377495515,""A_cross_harmonic"":26,""K_cross"":0.09540132361246398,""W_cross"":0.04289358695681778,""boundary"":""high"",""inner_energy_fraction"":0.22168706300430466,""r_cross"":0.3126475398977702,""window_A"":0.3904308949598908,""window_W"":0.19342666758775529}]"
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205045A01t022/N7/egn07w.1432E+02,,nstxuE205045A01t022/N7/egn07w.1432E+02,nstxuE205045A01t022,c23b500c8a634855cc3ead336db11987234d037d07fd568c19259f580af7a5ec,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.07869045803283385,0.0925480622757318,"[{""A_cross"":0.07869045803283385,""A_cross_harmonic"":29,""K_cross"":0.0925480622757318,""W_cross"":0.008662284389863613,""boundary"":""high"",""inner_energy_fraction"":0.22562886329345774,""r_cross"":0.3350339895966717,""window_A"":0.21107544719392557,""window_W"":0.05501672740461578}]"
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205045A01t022/N7/egn07w.1773E+02,,nstxuE205045A01t022/N7/egn07w.1773E+02,nstxuE205045A01t022,9b3e1d7672da297c1252533b3c7b0763ae5e8e5aa817050c3281bf36ac5b3f2f,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.16795641840895068,0.04049421096459082,"[{""A_cross"":0.16795641840895068,""A_cross_harmonic"":27,""K_cross"":0.04049421096459082,""W_cross"":0.03840385219702716,""boundary"":""high"",""inner_energy_fraction"":0.25292136923338043,""r_cross"":0.410808777298908,""window_A"":0.2094115095520937,""window_W"":0.06859079971504128}]"
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205045A01t022/N8/egn08w.1465E+02,,nstxuE205045A01t022/N8/egn08w.1465E+02,nstxuE205045A01t022,a9a1bbcbeaf80994cc8688bc771852ae6212d247ae5e4449ef3b7a11afe4986f,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.10340347304739295,0.09934397449240887,"[{""A_cross"":0.10340347304739295,""A_cross_harmonic"":33,""K_cross"":0.09934397449240887,""W_cross"":0.021137408186239666,""boundary"":""high"",""inner_energy_fraction"":0.22001804007854697,""r_cross"":0.3412148129148602,""window_A"":0.31746336108049233,""window_W"":0.13976426337544176}]"
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205045A01t022/N9/egn09w.1779E+02,,nstxuE205045A01t022/N9/egn09w.1779E+02,nstxuE205045A01t022,3eba768cb0cb2b544f556ba1973004e23aca8b18b99f7fc6136f07f6efc0b081,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.1547859007668504,0.06583532932141213,"[{""A_cross"":0.1547859007668504,""A_cross_harmonic"":36,""K_cross"":0.06583532932141213,""W_cross"":0.035471053209263546,""boundary"":""high"",""inner_energy_fraction"":0.24081677625343498,""r_cross"":0.40985411255199855,""window_A"":0.21846216531715168,""window_W"":0.07117286228892226}]"
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205045A01t022/N10/egn10w.1795E+02,,nstxuE205045A01t022/N10/egn10w.1795E+02,nstxuE205045A01t022,238962f7fc31e6763d817ed45a9b56107d959c5815c4edd45b08fbbe76ee6a1e,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.17023437167884858,0.06995757954570235,"[{""A_cross"":0.17023437167884858,""A_cross_harmonic"":40,""K_cross"":0.06995757954570235,""W_cross"":0.05217728982136226,""boundary"":""high"",""inner_energy_fraction"":0.2365611849716543,""r_cross"":0.4093598592516794,""window_A"":0.26396213197250784,""window_W"":0.10431456594165282}]"
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205057A01t020/N4/egn04w.6876E+01,,nstxuE205057A01t020/N4/egn04w.6876E+01,nstxuE205057A01t020,a566acba0f7b831d2680f62120002a66dbedb873067da42e39e25de88d0209b7,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.08736868041446501,0.03881789569390623,"[{""A_cross"":0.08736868041446501,""A_cross_harmonic"":12,""K_cross"":0.03881789569390623,""W_cross"":0.017239808752651447,""boundary"":""high"",""inner_energy_fraction"":0.2510229651529414,""r_cross"":0.3093188059751589,""window_A"":0.29620525290414074,""window_W"":0.08524055092678065}]"
shots,/p/nstxdigtwin/energetic_particles/nova/DiTw/nstxuE205057A01t020/N4/egn04w.8295E+01,,nstxuE205057A01t020/N4/egn04w.8295E+01,nstxuE205057A01t020,e64d216e8a2d1143cc9107bb164b246283dacb64e888bfdbbaf01ac0c9a6370d,,201,BAD_CONT_CROSS_WINDOW,NO_GOOD_TEMPLATE,1,0.10170131610699,0.04955874127561523,"[{""A_cross"":0.10170131610699,""A_cross_harmonic"":12,""K_cross"":0.04955874127561523,""W_cross"":0.01663335898705003,""boundary"":""high"",""inner_energy_fraction"":0.3536268639977596,""r_cross"":0.36099930276355807,""window_A"":0.22841949219583935,""window_W"":0.059444698349315386}]"
