path,true_label,rf_label,cnn_label,combined_policy_label,p_rf_good,p_cnn_good,p_avg,tier,is_flagged,selected_final
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N1/egn01w.1291E+01,good,good,good,good,0.61,1.0,0.8049999999999999,silver_good,False,True
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N1/egn01w.2269E+01,good,good,good,good,0.58,1.0,0.79,silver_good,True,True
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N1/egn01w.2608E+01,bad,bad,bad,bad,0.006666666666666667,0.0,0.0033333333333333335,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N1/egn01w.8188E+00,bad,bad,bad,bad,0.3233333333333333,4.884081205976875e-19,0.16166666666666665,silver_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N1/egn01w.8555E+00,bad,bad,bad,bad,0.4533333333333333,0.49063894152641296,0.47198613742987316,flagged_borderline_or_disagreement,True,
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N1/egn01w.9166E+00,good,good,bad,good,0.64,0.004589195363223553,0.3222945976816118,flagged_rf_only_good,True,True
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N2/egn02w.1042E+01,good,good,good,good,0.7766666666666666,1.0,0.8883333333333333,gold_good,False,True
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N2/egn02w.1249E+01,good,good,good,good,0.7866666666666666,1.0,0.8933333333333333,gold_good,False,True
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N2/egn02w.1663E+01,good,good,good,good,0.76,1.0,0.88,gold_good,False,True
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N2/egn02w.7276E+00,bad,bad,bad,bad,0.14,5.129095977812283e-38,0.07,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N2/egn02w.8670E+00,good,good,good,good,0.8133333333333334,1.0,0.9066666666666667,gold_good,False,True
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N3/egn03w.1155E+01,good,good,good,good,0.83,1.0,0.915,gold_good,False,True
/global/cfs/cdirs/m314/nova2/data/nstxuE202855A01t020/N3/egn03w.1270E+01,good,good,good,good,0.8133333333333334,1.0,0.9066666666666667,gold_good,False,True
