/global/cfs/cdirs/m314/nova2/data/nstx_141711/N3/egn03w.3421E+02,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N3/egn03w.3350E+02,DROP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N7/egn07w.3879E+02,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N7/egn07w.3787E+02,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N8/egn08w.3307E+02,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N8/egn08w.3275E+02,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N8/egn08w.4015E+02,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N8/egn08w.4130E+02,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N8/egn08w.1049E+03,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N8/egn08w.1026E+03,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N8/egn08w.1878E+03,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N8/egn08w.1953E+03,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N9/egn09w.1110E+03,KEEP
/global/cfs/cdirs/m314/nova2/data/nstx_141711/N9/egn09w.1148E+03,KEEP
