path,true_label,rf_label,cnn_label,combined_policy_label,p_rf_good,p_cnn_good,p_avg,tier,is_flagged,selected_final
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N2/egn02w.1222E+02,bad,bad,bad,bad,0.13666666666666666,8.302157183948111e-09,0.06833333748441192,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N2/egn02w.2016E+02,bad,bad,bad,bad,0.0,2.6497240512846076e-10,1.3248620256423038e-10,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N2/egn02w.2038E+02,bad,bad,bad,bad,0.06666666666666667,4.8762057502926837e-08,0.033333357714362084,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N2/egn02w.2254E+02,bad,bad,bad,bad,0.0,1.0003502470823378e-09,5.001751235411689e-10,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N2/egn02w.2312E+02,bad,bad,bad,bad,0.0033333333333333335,1.1335009020285725e-07,0.0016667233417117682,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N2/egn02w.8452E+01,bad,bad,bad,bad,0.0,1.1678264399961336e-06,5.839132199980668e-07,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N2/egn02w.8506E+01,bad,bad,bad,bad,0.006666666666666667,1.3470573776430683e-06,0.003334006862022155,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N3/egn03w.1659E+02,bad,bad,bad,bad,0.01,5.217674114987858e-08,0.005000026088370575,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N3/egn03w.2215E+02,bad,bad,bad,bad,0.0,9.404405136592686e-05,4.702202568296343e-05,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N3/egn03w.2562E+02,bad,bad,bad,bad,0.3,3.0324466933961958e-05,0.15001516223346698,silver_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N4/egn04w.1897E+02,bad,bad,bad,bad,0.0,2.9613829166663663e-09,1.4806914583331832e-09,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N4/egn04w.2444E+02,bad,bad,bad,bad,0.10666666666666667,5.146644443954074e-09,0.05333333590665556,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N4/egn04w.2516E+02,bad,good,bad,good,0.69,5.005867365071026e-07,0.3450002502933682,flagged_rf_only_good,True,True
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N4/egn04w.2528E+02,bad,good,bad,good,0.73,0.0006497455760836601,0.3653248727880418,flagged_rf_only_good,True,True
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N4/egn04w.3026E+02,bad,bad,bad,bad,0.0,8.575432002544403e-05,4.2877160012722015e-05,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.1335E+02,bad,bad,bad,bad,0.0,2.6020968491025087e-08,1.3010484245512544e-08,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.1376E+02,bad,bad,bad,bad,0.0,5.00202812503403e-09,2.501014062517015e-09,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.1405E+02,bad,bad,bad,bad,0.0,1.1706938494171482e-05,5.853469247085741e-06,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.1424E+02,bad,bad,bad,bad,0.0,0.0011658008443191648,0.0005829004221595824,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.1759E+02,bad,bad,bad,bad,0.006666666666666667,4.4652159747471387e-10,0.0033333335565941323,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.1831E+02,bad,bad,bad,bad,0.15,0.0005132168298587203,0.07525660841492936,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.1930E+02,bad,bad,bad,bad,0.03333333333333333,3.957075750804506e-05,0.01668645204542069,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2251E+02,bad,bad,bad,bad,0.0,3.095860563462338e-07,1.547930281731169e-07,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2293E+02,bad,bad,bad,bad,0.02666666666666667,1.6717546458266952e-08,0.013333341692106563,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2296E+02,bad,bad,bad,bad,0.30333333333333334,2.2769482480033965e-11,0.15166666667805143,silver_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2425E+02,bad,bad,bad,bad,0.08,5.854433049456986e-10,0.04000000029272165,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2449E+02,bad,bad,bad,bad,0.03666666666666667,3.66745247504241e-08,0.01833335167059571,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2464E+02,bad,good,bad,good,0.55,0.02842092700302601,0.289210463501513,flagged_rf_only_good,True,True
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2472E+02,bad,good,bad,good,0.67,0.011979765258729458,0.34098988262936475,flagged_rf_only_good,True,True
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2482E+02,bad,bad,bad,bad,0.20333333333333334,3.769726026803255e-05,0.10168551529680069,silver_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2513E+02,bad,bad,bad,bad,0.38333333333333336,7.90272588346852e-06,0.19167061802960841,silver_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2577E+02,bad,bad,bad,bad,0.19666666666666666,4.799513564357483e-10,0.098333333573309,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2721E+02,bad,bad,bad,bad,0.0,4.524403907080199e-10,2.2622019535400995e-10,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2928E+02,bad,bad,bad,bad,0.0,1.1572901525980228e-09,5.786450762990114e-10,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.2936E+02,bad,bad,bad,bad,0.0033333333333333335,3.212913604871276e-13,0.0016666666668273124,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N5/egn05w.9759E+01,bad,bad,bad,bad,0.0033333333333333335,3.036125804101175e-07,0.0016668184729568718,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.1120E+02,bad,bad,bad,bad,0.2,0.0016573288012295961,0.1008286644006148,silver_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.1407E+02,bad,bad,bad,bad,0.006666666666666667,4.917122623737669e-06,0.0033357918946452024,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.1623E+02,bad,bad,bad,bad,0.006666666666666667,2.923348507710699e-10,0.003333333479500759,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.1649E+02,bad,bad,bad,bad,0.0,1.052527341541612e-13,5.26263670770806e-14,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.1663E+02,bad,bad,bad,bad,0.0,1.4546472674068444e-15,7.273236337034222e-16,gold_bad,False,
/global/cfs/cdirs/m314/nova2/data/nstxuG142301H47/N6/egn06w.1930E+02,bad,bad,bad,bad,0.08666666666666667,4.482807354488916e-12,0.043333333335574736,gold_bad,False,
